text,intent,language
I see an unauthorized charge on my account,Billing Dispute,English
నా పేమెంట్ విఫలమయ్యింది I need support today,Payment Failure,Telugu
app crash aguttide I need support today,Technical Support,Kannada
விநியோகம் தாமதமாகிவிட்டது this is urgent,Delivery Inquiry,Tamil
खाते में लॉगिन नहीं हो रहा I need support today,Account Recovery,Hindi
ఆన్‌లైన్ పేమెంట్ పని చేయటం లేదు,Payment Failure,Telugu
upi payment fail agide I need support today,Payment Failure,Kannada
ಖಾತೆಯಲ್ಲಿ ಲಾಗಿನ್ ಆಗುತ್ತಿಲ್ಲ can you check this issue,Account Recovery,Kannada
డిలివరీ ఆలస్యమయ్యింది I need support today,Delivery Inquiry,Telugu
error message vastondi this is urgent,Technical Support,Telugu
unauthorized charge lagaya gaya,Billing Dispute,Hindi
product broken ga vachindi I need support today,Product Defect,Telugu
item defective agide this is urgent,Product Defect,Kannada
server se connect nahi ho raha this is urgent,Technical Support,Hindi
The app keeps crashing this is urgent,Technical Support,English
ఖాతా నుండి అధిక డబ్బు కత్తిరించారు please help me quickly,Billing Dispute,Telugu
ಅ್ಯಾಪ್ ಕ್ರ್ಯಾಶ್ ಆಗುತ್ತಿದೆ can you check this issue,Technical Support,Kannada
nanage refund beku,Refund Request,Kannada
delivery late agide,Delivery Inquiry,Kannada
ವಿನಿಮಯ ಪೂರ್ಣ ಆಗಿಲ್ಲ this is urgent,Payment Failure,Kannada
product quality mosam please help me quickly,Product Defect,Tamil
The transaction failed after I paid I need support today,Payment Failure,English
The product arrived broken I need support today,Product Defect,English
error message varudhu I need support today,Technical Support,Tamil
nannu rendu sarlu charge chesaru I need support today,Billing Dispute,Telugu
dabbu tirigi ivvandi,Refund Request,Telugu
software install aagavillai can you check this issue,Technical Support,Tamil
transaction complete nahi hua,Payment Failure,Hindi
device pani cheyatledu this is urgent,Product Defect,Telugu
refund eppudu vastundi I need support today,Refund Request,Telugu
server connect aagavillai please help me quickly,Technical Support,Tamil
ஆவணம் தவறாக உள்ளது,Billing Dispute,Tamil
ಬಿಲ್ ರೀತಿ ತಪ್ಪಾಗಿದೆ please help me quickly,Billing Dispute,Kannada
card se bhugtan nahi hua,Payment Failure,Hindi
मुझे रिफंड चाहिए please help me quickly,Refund Request,Hindi
error message aa raha hai please help me quickly,Technical Support,Hindi
பணம் திரும்பக் கொடுங்கள் I need support today,Refund Request,Tamil
அங்கீகாரம் இல்லாத கட்டணம் விதிக்கப்பட்டுள்ளது,Billing Dispute,Tamil
எனக்கு இரண்டு முறை கட்டணம் விதிக்கப்பட்டுள்ளது,Billing Dispute,Tamil
सॉफ़्टवेयर इंस्टॉल नहीं हो रहा I need support today,Technical Support,Hindi
షిప్‌మెంట్ ట్రాక్ చేయటం లేదు this is urgent,Delivery Inquiry,Telugu
app crash ho raha hai please help me quickly,Technical Support,Hindi
The website is not opening I need support today,Technical Support,English
transaction complete aagavillai can you check this issue,Payment Failure,Tamil
error message vastondi,Technical Support,Telugu
The transaction failed after I paid please help me quickly,Payment Failure,English
పార్సల్ ఎప్పుడు డిలివర్ అవుతుంది I need support today,Delivery Inquiry,Telugu
பயன்பாடு செயலிழந்துவிடும்,Technical Support,Tamil
online payment kelasa maduttilla please help me quickly,Payment Failure,Kannada
ಹಣ ಹಿಂದಿರುಗಿಸಿ can you check this issue,Refund Request,Kannada
account la irunthu adhiga panam cut aanathu this is urgent,Billing Dispute,Tamil
రిఫండ్ ఎప్పుడు వస్తుంది this is urgent,Refund Request,Telugu
panam thirumba kodungal please help me quickly,Refund Request,Tamil
బిల్ విధానం తప్పుగా ఉంది this is urgent,Billing Dispute,Telugu
product broken ah vandhathu this is urgent,Product Defect,Tamil
paise wapas kijiye can you check this issue,Refund Request,Hindi
product quality chennagilla I need support today,Product Defect,Kannada
mujhe do baar charge kiya gaya,Billing Dispute,Hindi
I was charged twice for the same order please help me quickly,Billing Dispute,English
device kaam nahi kar raha I need support today,Product Defect,Hindi
website open aagavillai,Technical Support,Tamil
mujhe do baar charge kiya gaya this is urgent,Billing Dispute,Hindi
I see an unauthorized charge on my account I need support today,Billing Dispute,English
account recover madalu sahaya beku this is urgent,Account Recovery,Kannada
parcel eppudu deliver avutundi,Delivery Inquiry,Telugu
क्षतिग्रस्त पणय मिला this is urgent,Product Defect,Hindi
refund eppodhu varum this is urgent,Refund Request,Tamil
error message varudhu please help me quickly,Technical Support,Tamil
delivery late agide I need support today,Delivery Inquiry,Kannada
account recover panna help venum can you check this issue,Account Recovery,Tamil
refund innu bandilla this is urgent,Refund Request,Kannada
பணத்திரும்பு இன்னும் வரவில்லை,Refund Request,Tamil
సాఫ్టवేర్ ఇన్‌స్టాల్ చేయటం లేదు can you check this issue,Technical Support,Telugu
వస్తువు లోపభరితంగా ఉంది can you check this issue,Product Defect,Telugu
கணக்கிலிருந்து அதிக பணம் வெட்டப்பட்டுள்ளது this is urgent,Billing Dispute,Tamil
account login aagavillai can you check this issue,Account Recovery,Tamil
ಪ್ರೋಡಕ್ಟ್ ಒಡೆದಿದೆ,Product Defect,Kannada
I cannot connect to the server,Technical Support,English
బిల్ విధానం తప్పుగా ఉంది please help me quickly,Billing Dispute,Telugu
server connect avvatledu please help me quickly,Technical Support,Telugu
ಪ್ರೋಡಕ್ಟ್ ಗುಣಮಾನ ಸುಂದರವಾಗಿಲ್ಲ please help me quickly,Product Defect,Kannada
refund innum varavillai please help me quickly,Refund Request,Tamil
naa payment fail ayyindi I need support today,Payment Failure,Telugu
ఎంపిఐ పేమెంట్ విఫలమయ్యింది can you check this issue,Payment Failure,Telugu
The app keeps crashing I need support today,Technical Support,English
password reset aagavillai can you check this issue,Account Recovery,Tamil
वेबसाइट नहीं खुल रही this is urgent,Technical Support,Hindi
device pani cheyatledu,Product Defect,Telugu
என் பணம் தோல்வியடைந்தது,Payment Failure,Tamil
அங்கீகாரம் இல்லாத கட்டணம் விதிக்கப்பட்டுள்ளது I need support today,Billing Dispute,Tamil
I forgot my password can you check this issue,Account Recovery,English
account ninda hecchu hana kaditagide please help me quickly,Billing Dispute,Kannada
parcel eppodhu deliver aagum,Delivery Inquiry,Tamil
damaged product vachindi can you check this issue,Product Defect,Telugu
I want a refund for my order can you check this issue,Refund Request,English
The app keeps crashing please help me quickly,Technical Support,English
मैं पासवर्ड भूल गया can you check this issue,Account Recovery,Hindi
app crash aaguthu I need support today,Technical Support,Tamil
कार्ड से भुगतान नहीं हुआ I need support today,Payment Failure,Hindi
device velai seyyavillai I need support today,Product Defect,Tamil
ఖాతా పునరుద్ధరణ చేయాలి I need support today,Account Recovery,Telugu
package innum varavillai this is urgent,Delivery Inquiry,Tamil
The card payment was declined can you check this issue,Payment Failure,English
రిఫండ్ ఇంకా రాలేదు this is urgent,Refund Request,Telugu
product quality mosam I need support today,Product Defect,Tamil
డిలివరీ ఆలస్యమయ్యింది,Delivery Inquiry,Telugu
प्रोडक्ट टूटा हुआ है I need support today,Product Defect,Hindi
मुझे दो बार चार्ज किया गया can you check this issue,Billing Dispute,Hindi
online payment pani cheyatledu please help me quickly,Payment Failure,Telugu
முழுத் தொகையும் திரும்பக் கொடுக்க வேண்டும் this is urgent,Refund Request,Tamil
card payment jaragaledu,Payment Failure,Telugu
item defective ah irukku can you check this issue,Product Defect,Tamil
ಅನುಮತಿರಹಿತ ಚಾರ್ಜ್ ಮಾಡಲಾಗಿದೆ can you check this issue,Billing Dispute,Kannada
parcel kab deliver hoga,Delivery Inquiry,Hindi
எனக்கு பணத்தைத் திரும்பக் கொடுக்க வேண்டும் I need support today,Refund Request,Tamil
मेरे खाते से ज्यादा पैसे काटे I need support today,Billing Dispute,Hindi
அங்கீகாரம் இல்லாத கட்டணம் விதிக்கப்பட்டுள்ளது please help me quickly,Billing Dispute,Tamil
The app keeps crashing,Technical Support,English
प्रोडक्ट की गुणवत्ता खराब है I need support today,Product Defect,Hindi
refund yavaga barutte,Refund Request,Kannada
வலைதளத்தைத் திறக்க முடியவில்லை this is urgent,Technical Support,Tamil
item defective ah irukku,Product Defect,Tamil
ನನ್ನ ಪೇಮೆಂಟ್ ವಿಫಲವಾಗಿದೆ,Payment Failure,Kannada
nannu rendu sarlu charge chesaru can you check this issue,Billing Dispute,Telugu
server se connect nahi ho raha can you check this issue,Technical Support,Hindi
password marandhu vitten please help me quickly,Account Recovery,Tamil
ఉత్పత్తి నాణ్యత తక్కువగా ఉంది please help me quickly,Product Defect,Telugu
The product quality is poor please help me quickly,Product Defect,English
मैं पासवर्ड भूल गया I need support today,Account Recovery,Hindi
నన్ను రెండుసార్లు ఛార్జ్ చేసారు this is urgent,Billing Dispute,Telugu
product broken ah vandhathu,Product Defect,Tamil
ಹಣ ಹಿಂದಿರುಗಿಸಿ this is urgent,Refund Request,Kannada
डिवाइस काम नहीं कर रहा can you check this issue,Product Defect,Hindi
upi payment fail ho gaya please help me quickly,Payment Failure,Hindi
product quality bagaledu I need support today,Product Defect,Telugu
ఎర్రర్ సందేశ వస్తుంది this is urgent,Technical Support,Telugu
ಬಿಲ್ ರೀತಿ ತಪ್ಪಾಗಿದೆ can you check this issue,Billing Dispute,Kannada
I received a damaged product can you check this issue,Product Defect,English
ಪಾಸ್‌ವರ್ಡ್ ಮರೆತಿದ್ದೇನೆ please help me quickly,Account Recovery,Kannada
dabbu tirigi ivvandi please help me quickly,Refund Request,Telugu
online payment kaam nahi kar raha I need support today,Payment Failure,Hindi
card payment jaragaledu can you check this issue,Payment Failure,Telugu
mujhe refund chahiye this is urgent,Refund Request,Hindi
refund kab milega can you check this issue,Refund Request,Hindi
account login aagavillai this is urgent,Account Recovery,Tamil
मैं पासवर्ड भूल गया,Account Recovery,Hindi
I need help recovering my account I need support today,Account Recovery,English
వెబ్‌సైట్ తెరవటం లేదు I need support today,Technical Support,Telugu
मेरा पेमेंट फेल हो गया I need support today,Payment Failure,Hindi
server connect aguttilla,Technical Support,Kannada
unauthorized charge lagaya gaya please help me quickly,Billing Dispute,Hindi
damaged product vandhathu I need support today,Product Defect,Tamil
பொருள் குறைபாடுள்ளதாக உள்ளது I need support today,Product Defect,Tamil
ఉత్పత్తి విరిగిపోయింది can you check this issue,Product Defect,Telugu
account mein login nahi ho raha this is urgent,Account Recovery,Hindi
delivery late aaguthu can you check this issue,Delivery Inquiry,Tamil
ಅ್ಯಾಪ್ ಕ್ರ್ಯಾಶ್ ಆಗುತ್ತಿದೆ this is urgent,Technical Support,Kannada
लेनदेन पूरा नहीं हुआ this is urgent,Payment Failure,Hindi
refund yavaga barutte please help me quickly,Refund Request,Kannada
My payment failed during checkout please help me quickly,Payment Failure,English
My account is locked I need support today,Account Recovery,English
parcel yavaga deliver agutte can you check this issue,Delivery Inquiry,Kannada
பொருள் உடைந்து வந்துவிட்டது please help me quickly,Product Defect,Tamil
నన్ను రెండుసార్లు ఛార్జ్ చేసారు please help me quickly,Billing Dispute,Telugu
package innum varavillai can you check this issue,Delivery Inquiry,Tamil
invoice thavaraaga ullathu please help me quickly,Billing Dispute,Tamil
பரல் எப்போது விநியோகிக்கப்படும் can you check this issue,Delivery Inquiry,Tamil
damaged product mila please help me quickly,Product Defect,Hindi
device pani cheyatledu please help me quickly,Product Defect,Telugu
கார்டு பணம் வேலை செய்யவில்லை please help me quickly,Payment Failure,Tamil
ರಿಫಂಡ್ ಇನ್ನೂ ಬಂದಿಲ್ಲ can you check this issue,Refund Request,Kannada
password reset aagavillai I need support today,Account Recovery,Tamil
கார்டு பணம் வேலை செய்யவில்லை I need support today,Payment Failure,Tamil
parcel eppodhu deliver aagum can you check this issue,Delivery Inquiry,Tamil
रिफंड कब मिलेगा I need support today,Refund Request,Hindi
poorna hana vapas beku can you check this issue,Refund Request,Kannada
ಪ್ಯಾಕೇಜ್ ಇನ್ನೂ ಬಂದಿಲ್ಲ this is urgent,Delivery Inquiry,Kannada
package innum varavillai I need support today,Delivery Inquiry,Tamil
bill amount thavaraaga ullathu I need support today,Billing Dispute,Tamil
అనుమతి లేని ఛార్జ్ చేసారు I need support today,Billing Dispute,Telugu
nanage refund beku I need support today,Refund Request,Kannada
hana vapas madi I need support today,Refund Request,Kannada
பில் தொகை தவறாக உள்ளது please help me quickly,Billing Dispute,Tamil
online payment velai seyyavillai can you check this issue,Payment Failure,Tamil
website open aagavillai this is urgent,Technical Support,Tamil
என் பணம் தோல்வியடைந்தது this is urgent,Payment Failure,Tamil
முழுத் தொகையும் திரும்பக் கொடுக்க வேண்டும் please help me quickly,Refund Request,Tamil
எனக்கு பணத்தைத் திரும்பக் கொடுக்க வேண்டும் this is urgent,Refund Request,Tamil
சாதனம் வேலை செய்யவில்லை please help me quickly,Product Defect,Tamil
நான் கடவுச்சொல்லை மறந்துவிட்டேன் can you check this issue,Account Recovery,Tamil
product quality chennagilla,Product Defect,Kannada
poorna hana vapas beku,Refund Request,Kannada
రిఫండ్ ఇంకా రాలేదు I need support today,Refund Request,Telugu
ಕಾರ್ಡ್ ಪೇಮೆಂಟ್ ಕೆಲಸ ಮಾಡುತ್ತಿಲ್ಲ please help me quickly,Payment Failure,Kannada
package innu bandilla please help me quickly,Delivery Inquiry,Kannada
nanage eradu bari charge madalagide I need support today,Billing Dispute,Kannada
ఖాతాలో లాగిన్ చేయటం లేదు this is urgent,Account Recovery,Telugu
பரிவர்த்தனை முடிந்துவிடவில்லை please help me quickly,Payment Failure,Tamil
website open avvatledu can you check this issue,Technical Support,Telugu
त्रुटि संदेश आ रहा है this is urgent,Technical Support,Hindi
ప్యాకేజ్ ఇంకా రాలేదు this is urgent,Delivery Inquiry,Telugu
transaction complete agalilla,Payment Failure,Kannada
software install avvatledu this is urgent,Technical Support,Telugu
account recover madalu sahaya beku can you check this issue,Account Recovery,Kannada
கணக்கில் உள்நுழைய முடியவில்லை please help me quickly,Account Recovery,Tamil
website nahi khul rahi this is urgent,Technical Support,Hindi
When will my parcel be delivered,Delivery Inquiry,English
పూర్తి మొత్తం రిఫండ్ కావాలి,Refund Request,Telugu
ಯುಪಿಐ ಪೇಮೆಂಟ್ ವಿಫಲವಾಗಿದೆ can you check this issue,Payment Failure,Kannada
யூபிআই பணம் தோல்வியடைந்தது this is urgent,Payment Failure,Tamil
password reset aguttilla I need support today,Account Recovery,Kannada
ಸರ್ವರ್ ಸಂಪರ್ಕ ಆಗುತ್ತಿಲ್ಲ can you check this issue,Technical Support,Kannada
transaction complete kaledu please help me quickly,Payment Failure,Telugu
delivery late ayyindi can you check this issue,Delivery Inquiry,Telugu
कार्ड से भुगतान नहीं हुआ please help me quickly,Payment Failure,Hindi
password reset nahi ho raha I need support today,Account Recovery,Hindi
damaged product bandide this is urgent,Product Defect,Kannada
ದೋಷ ಸಂದೇಶ ಬರುತ್ತಿದೆ,Technical Support,Kannada
account recover karna hai I need support today,Account Recovery,Hindi
ಪಾಸ್‌ವರ್ಡ್ ರಿಸೆಟ್ ಆಗುತ್ತಿಲ್ಲ please help me quickly,Account Recovery,Kannada
account recover panna help venum please help me quickly,Account Recovery,Tamil
transaction complete aagavillai please help me quickly,Payment Failure,Tamil
naa order ekkada undi can you check this issue,Delivery Inquiry,Telugu
refund yavaga barutte I need support today,Refund Request,Kannada
ಖಾತೆಯಿಂದ ಹೆಚ್ಚು ಹಣ ಕಿತ್ತಿದೆ I need support today,Billing Dispute,Kannada
ఖాతా నుండి అధిక డబ్బు కత్తిరించారు,Billing Dispute,Telugu
password marethiddene,Account Recovery,Kannada
package innu bandilla can you check this issue,Delivery Inquiry,Kannada
When will my parcel be delivered can you check this issue,Delivery Inquiry,English
ಪ್ರೋಡಕ್ಟ್ ಒಡೆದಿದೆ this is urgent,Product Defect,Kannada
खाते में लॉगिन नहीं हो रहा please help me quickly,Account Recovery,Hindi
ऐप क्रैश हो रहा है I need support today,Technical Support,Hindi
పార్సల్ ఎప్పుడు డిలివర్ అవుతుంది please help me quickly,Delivery Inquiry,Telugu
ప్యాకేజ్ ఇంకా రాలేదు please help me quickly,Delivery Inquiry,Telugu
nannu rendu sarlu charge chesaru this is urgent,Billing Dispute,Telugu
product broken agide this is urgent,Product Defect,Kannada
मेरा पेमेंट फेल हो गया,Payment Failure,Hindi
The item is defective this is urgent,Product Defect,English
నా ఆర్డర్ ఎక్కడ ఉంది please help me quickly,Delivery Inquiry,Telugu
The invoice amount is wrong,Billing Dispute,English
రిఫండ్ ఎప్పుడు వస్తుంది I need support today,Refund Request,Telugu
bill mein galat amount hai,Billing Dispute,Hindi
main password bhool gaya can you check this issue,Account Recovery,Hindi
mera refund abhi tak nahi mila can you check this issue,Refund Request,Hindi
पासवर्ड रीसेट नहीं हो रहा can you check this issue,Account Recovery,Hindi
password reset nahi ho raha please help me quickly,Account Recovery,Hindi
invoice tappagide I need support today,Billing Dispute,Kannada
పరికరం పని చేయటం లేదు I need support today,Product Defect,Telugu
account lock ayyindi please help me quickly,Account Recovery,Telugu
poorna hana vapas beku I need support today,Refund Request,Kannada
ఉత్పత్తి విరిగిపోయింది I need support today,Product Defect,Telugu
பணத்திரும்பு எப்போது வரும் I need support today,Refund Request,Tamil
त्रुटि संदेश आ रहा है,Technical Support,Hindi
My refund has not arrived this is urgent,Refund Request,English
UPI payment is not going through this is urgent,Payment Failure,English
website open avvatledu,Technical Support,Telugu
డిలివరీ ఆలస్యమయ్యింది this is urgent,Delivery Inquiry,Telugu
software install nahi ho raha I need support today,Technical Support,Hindi
main password bhool gaya this is urgent,Account Recovery,Hindi
upi payment fail ho gaya I need support today,Payment Failure,Hindi
ಖಾತೆ ಲಾಕ್ ಆಗಿದೆ can you check this issue,Account Recovery,Kannada
लेनदेन पूरा नहीं हुआ please help me quickly,Payment Failure,Hindi
damaged product bandide please help me quickly,Product Defect,Kannada
password marchipoyanu please help me quickly,Account Recovery,Telugu
naa payment fail ayyindi can you check this issue,Payment Failure,Telugu
delivery late ho rahi hai I need support today,Delivery Inquiry,Hindi
ಶಿಪ್ಮೆಂಟ್ ಟ್ರ್যಾಕ್ ಆಗುತ್ತಿಲ್ಲ this is urgent,Delivery Inquiry,Kannada
poora paisa wapas chahiye,Refund Request,Hindi
రిఫండ్ ఎప్పుడు వస్తుంది please help me quickly,Refund Request,Telugu
enakku rendu murai charge pannirukanga,Billing Dispute,Tamil
सामान खराब निकला,Product Defect,Hindi
பிழை செய்தி வருகிறது please help me quickly,Technical Support,Tamil
ಹಾನಿಗ್ರಸ್ತ ಪ್ರೋಡಕ್ಟ್ ಬಂದಿದೆ,Product Defect,Kannada
चालान गलत है this is urgent,Billing Dispute,Hindi
full amount refund kavali,Refund Request,Telugu
मेरा पेमेंट फेल हो गया please help me quickly,Payment Failure,Hindi
I cannot connect to the server please help me quickly,Technical Support,English
password marethiddene this is urgent,Account Recovery,Kannada
मैं पासवर्ड भूल गया please help me quickly,Account Recovery,Hindi
ನನ್ನ ಆರ್ಡರ್ ಎಲ್ಲಿದೆ I need support today,Delivery Inquiry,Kannada
product broken ga vachindi this is urgent,Product Defect,Telugu
ವಿನಿಮಯ ಪೂರ್ಣ ಆಗಿಲ್ಲ,Payment Failure,Kannada
விநியோகம் தாமதமாகிவிட்டது can you check this issue,Delivery Inquiry,Tamil
పూర్తి మొత్తం రిఫండ్ కావాలి please help me quickly,Refund Request,Telugu
naa order ekkada undi,Delivery Inquiry,Telugu
விநியோகம் தாமதமாகிவிட்டது please help me quickly,Delivery Inquiry,Tamil
నేను పాస్‌వర్డ్ మర్చిపోయాను this is urgent,Account Recovery,Telugu
कार्ड से भुगतान नहीं हुआ,Payment Failure,Hindi
There is an incorrect amount on my bill this is urgent,Billing Dispute,English
product broken agide,Product Defect,Kannada
वेबसाइट नहीं खुल रही can you check this issue,Technical Support,Hindi
நான் கடவுச்சொல்லை மறந்துவிட்டேன் please help me quickly,Account Recovery,Tamil
product broken ah vandhathu can you check this issue,Product Defect,Tamil
error message varudhu this is urgent,Technical Support,Tamil
shipment track aagavillai,Delivery Inquiry,Tamil
I cannot track my shipment please help me quickly,Delivery Inquiry,English
பணத்திரும்பு இன்னும் வரவில்லை can you check this issue,Refund Request,Tamil
online payment pani cheyatledu I need support today,Payment Failure,Telugu
ಯುಪಿಐ ಪೇಮೆಂಟ್ ವಿಫಲವಾಗಿದೆ this is urgent,Payment Failure,Kannada
பணத்திரும்பு எப்போது வரும் this is urgent,Refund Request,Tamil
product broken agide please help me quickly,Product Defect,Kannada
invoice galat hai please help me quickly,Billing Dispute,Hindi
UPI payment is not going through can you check this issue,Payment Failure,English
रिफंड कब मिलेगा,Refund Request,Hindi
ನನಗೆ ಎರಡು ಬಾರಿ ಚಾರ್ಜ್ ಮಾಡಲಾಗಿದೆ,Billing Dispute,Kannada
mera account lock ho gaya I need support today,Account Recovery,Hindi
unauthorized charge potirukanga I need support today,Billing Dispute,Tamil
The software will not install please help me quickly,Technical Support,English
software install aguttilla,Technical Support,Kannada
Net banking payment did not complete,Payment Failure,English
poorna hana vapas beku please help me quickly,Refund Request,Kannada
பொருள் குறைபாடுள்ளதாக உள்ளது can you check this issue,Product Defect,Tamil
ఉత్పత్తి విరిగిపోయింది this is urgent,Product Defect,Telugu
website open aguttilla please help me quickly,Technical Support,Kannada
பரிவர்த்தனை முடிந்துவிடவில்லை I need support today,Payment Failure,Tamil
ಯುಪಿಐ ಪೇಮೆಂಟ್ ವಿಫಲವಾಗಿದೆ I need support today,Payment Failure,Kannada
website open aagavillai can you check this issue,Technical Support,Tamil
delivery late agide please help me quickly,Delivery Inquiry,Kannada
బిల్ విధానం తప్పుగా ఉంది I need support today,Billing Dispute,Telugu
upi payment fail ho gaya this is urgent,Payment Failure,Hindi
naaku refund kavali,Refund Request,Telugu
parcel yavaga deliver agutte this is urgent,Delivery Inquiry,Kannada
product quality mosam this is urgent,Product Defect,Tamil
सर्वर से कनेक्ट नहीं हो रहा,Technical Support,Hindi
account login avvatledu I need support today,Account Recovery,Telugu
प्रोडक्ट की गुणवत्ता खराब है this is urgent,Product Defect,Hindi
ವೆಬ್‌ಸೈಟ್ ತೆರೆಯುತ್ತಿಲ್ಲ please help me quickly,Technical Support,Kannada
account recover madalu sahaya beku I need support today,Account Recovery,Kannada
मुझे दो बार चार्ज किया गया I need support today,Billing Dispute,Hindi
Net banking payment did not complete please help me quickly,Payment Failure,English
refund innum varavillai I need support today,Refund Request,Tamil
सामान खराब निकला this is urgent,Product Defect,Hindi
website open avvatledu this is urgent,Technical Support,Telugu
mujhe refund chahiye please help me quickly,Refund Request,Hindi
బిల్ విధానం తప్పుగా ఉంది,Billing Dispute,Telugu
సాఫ్టवేర్ ఇన్‌స్టాల్ చేయటం లేదు,Technical Support,Telugu
mera account lock ho gaya,Account Recovery,Hindi
ವಸ್ತು ದಾಷ್ಟ್ರಾಹಿತವಾಗಿದೆ,Product Defect,Kannada
account lock aagivittathu I need support today,Account Recovery,Tamil
சேதமடைந்த பொருள் வந்துவிட்டது,Product Defect,Tamil
shipment track nahi ho raha can you check this issue,Delivery Inquiry,Hindi
ಪಾಸ್‌ವರ್ಡ್ ರಿಸೆಟ್ ಆಗುತ್ತಿಲ್ಲ this is urgent,Account Recovery,Kannada
panam thirumba kodungal I need support today,Refund Request,Tamil
The item is defective,Product Defect,English
ದೋಷ ಸಂದೇಶ ಬರುತ್ತಿದೆ please help me quickly,Technical Support,Kannada
ఖాతా పునరుద్ధరణ చేయాలి can you check this issue,Account Recovery,Telugu
parcel eppodhu deliver aagum please help me quickly,Delivery Inquiry,Tamil
The delivery is delayed I need support today,Delivery Inquiry,English
item defective ah irukku I need support today,Product Defect,Tamil
package abhi tak nahi aaya,Delivery Inquiry,Hindi
upi payment fail aanathu can you check this issue,Payment Failure,Tamil
क्षतिग्रस्त पणय मिला please help me quickly,Product Defect,Hindi
I need help recovering my account please help me quickly,Account Recovery,English
shipment track avvatledu this is urgent,Delivery Inquiry,Telugu
account recover cheyali,Account Recovery,Telugu
item defective undi,Product Defect,Telugu
invoice thavaraaga ullathu this is urgent,Billing Dispute,Tamil
ಸರ್ವರ್ ಸಂಪರ್ಕ ಆಗುತ್ತಿಲ್ಲ,Technical Support,Kannada
கணக்கில் உள்நுழைய முடியவில்லை this is urgent,Account Recovery,Tamil
product broken ga vachindi please help me quickly,Product Defect,Telugu
